District_Name,Fiscal_Year,Fund_Code,Org,Account,Object_Code,Project,Doc_Line_Number,Description,Invoice_Date,Date,Period,Vendor_Name,Amount
Valdez City School District,19,100,1,100,315,,PR 190401   7,Employer Contributions,7/1/2018,7/1/2018,419,,142.72
Valdez City School District,19,100,1,100,315,,PR 190401   8,Payroll Expenditure,7/1/2018,7/1/2018,419,,"70,033.87"
Valdez City School District,19,100,1,100,315,,PR 190501   7,Employer Contributions,7/1/2018,7/1/2018,519,,151.77
Valdez City School District,19,100,1,100,315,,PR 190501   8,Payroll Expenditure,7/1/2018,7/1/2018,519,,"70,033.87"
Valdez City School District,19,100,1,100,315,,PR 190502   5,Employer Contributions,7/1/2018,7/1/2018,519,,290.15
Valdez City School District,19,100,1,100,315,,PR 190502   6,Payroll Expenditure,7/1/2018,7/1/2018,519,,"140,067.40"
Valdez City School District,19,100,1,100,315,,PR 190602   3,Payroll Expenditure,7/1/2018,7/1/2018,619,,"2,000.00"
Valdez City School District,19,100,1,100,315,,PR 190605   3,Payroll Expenditure,7/1/2018,7/1/2018,619,,"2,594.00"
Valdez City School District,19,100,1,100,329,,PR 180902   9,Payroll Expenditure,7/1/2018,7/1/2018,918,,818.34
Valdez City School District,19,100,1,100,329,,PR 181001  11,Payroll Expenditure,7/1/2018,7/1/2018,1018,,"1,379.72"
Valdez City School District,19,100,1,100,329,,PR 181103   9,Payroll Expenditure,7/1/2018,7/1/2018,1118,,"4,500.71"
Valdez City School District,19,100,1,100,329,,PR 181200   7,Payroll Expenditure,7/1/2018,7/1/2018,1218,,"1,259.19"
Valdez City School District,19,100,1,100,329,,PR 190104   9,Payroll Expenditure,7/1/2018,7/1/2018,119,,566.61
Valdez City School District,19,100,1,100,329,,PR 190201   9,Payroll Expenditure,7/1/2018,7/1/2018,219,,"3,015.33"
Valdez City School District,19,100,1,100,329,,PR 190302   9,Payroll Expenditure,7/1/2018,7/1/2018,319,,926.33
Valdez City School District,19,100,1,100,329,,PR 190401   9,Payroll Expenditure,7/1/2018,7/1/2018,419,,"1,430.72"
Valdez City School District,19,100,1,100,329,,PR 190501   9,Payroll Expenditure,7/1/2018,7/1/2018,519,,"1,280.72"
Valdez City School District,19,100,1,100,329,,PR 190606   5,Payroll Expenditure,7/1/2018,7/1/2018,619,,206.89
Valdez City School District,19,100,1,100,361,,CL  34163   1,PHYSICAL REIMBURSE,7/1/2018,7/1/2018,818,"  3788 MIXON, JARED",200
Valdez City School District,19,100,1,100,361,,CL  34163   1,PHYSICAL REIMBURSE,7/1/2018,7/1/2018,818,"  3788 MIXON, JARED",-200
Valdez City School District,19,100,1,100,361,,CL  34179   1,PHYSCIAL REIMBURSE,7/1/2018,7/1/2018,818,"  2857 HAMILTON, RACHEL E",200
Valdez City School District,19,100,1,100,361,,CL  34179   1,PHYSCIAL REIMBURSE,7/1/2018,7/1/2018,818,"  2857 HAMILTON, RACHEL E",-200
Valdez City School District,19,100,1,100,361,,CL  34272   1,Physcial Reimburse,7/1/2018,7/1/2018,818,"  3809 RUNION, KENT RYAN",200
Valdez City School District,19,100,1,100,361,,CL  34272   1,Physcial Reimburse,7/1/2018,7/1/2018,818,"  3809 RUNION, KENT RYAN",-200
Valdez City School District,19,100,1,100,361,,PO  50809   1,PHYSICAL REIMBURSE,7/1/2018,7/1/2018,818,"  3788 MIXON, JARED",200
Valdez City School District,19,100,1,100,361,,PO  50853   1,PHYSCIAL REIMBURSE,7/1/2018,7/1/2018,818,"  2857 HAMILTON, RACHEL E",200
Valdez City School District,19,100,1,100,361,,PO  51013   1,Physcial Reimburse,7/1/2018,7/1/2018,818,"  3809 RUNION, KENT RYAN",200
Valdez City School District,19,100,1,100,361,,PR 180801   7,Employer Contributions,7/1/2018,7/1/2018,818,,"23,670.91"
Valdez City School District,19,100,1,100,361,,CL  34455   1,Physical Reimburse,7/1/2018,7/1/2018,918,"  3509 O'BRIEN, DENISE",200
Valdez City School District,19,100,1,100,361,,CL  34455   1,Physical Reimburse,7/1/2018,7/1/2018,918,"  3509 O'BRIEN, DENISE",-200
Valdez City School District,19,100,1,100,361,,PO  51328   1,Physical Reimburse,7/1/2018,7/1/2018,918,"  3509 O'BRIEN, DENISE",200
Valdez City School District,19,100,1,100,361,,PO  51329   1,FLU SHOT,7/1/2018,7/1/2018,918,   228 EAGLE QUALITY CENTER,22.08
Valdez City School District,19,100,1,100,361,,PR 180902  10,Employer Contributions,7/1/2018,7/1/2018,918,,"23,670.91"
Valdez City School District,19,100,1,100,361,,CL  34636  38,FLU SHOT,7/1/2018,7/1/2018,1018,  3164 BANK OF AMERICA,22.08
Valdez City School District,19,100,1,100,361,,CL  34636  38,FLU SHOT,7/1/2018,7/1/2018,1018,  3164 BANK OF AMERICA,-22.08
Valdez City School District,19,100,1,100,361,,CL  34661   1,Ortho Reimbursement,7/1/2018,7/1/2018,1018,"  3445 CHADWICK, LEE","5,000.00"
Valdez City School District,19,100,1,100,361,,CL  34661   1,Ortho Reimbursement,7/1/2018,7/1/2018,1018,"  3445 CHADWICK, LEE","-5,000.00"
Valdez City School District,19,100,1,100,361,,PO  51645   1,Ortho Reimbursement,7/1/2018,7/1/2018,1018,"  3445 CHADWICK, LEE","5,000.00"
Valdez City School District,19,100,1,100,361,,PR 181001  12,Employer Contributions,7/1/2018,7/1/2018,1018,,"23,670.92"
Valdez City School District,19,100,1,100,361,,PR 181103  10,Employer Contributions,7/1/2018,7/1/2018,1118,,"23,670.91"
Valdez City School District,19,100,1,100,361,,CL  34951   1,Ortho Reimbursement,7/1/2018,7/1/2018,1218,"  2857 HAMILTON, RACHEL E",865.5
Valdez City School District,19,100,1,100,361,,CL  34951   1,Ortho Reimbursement,7/1/2018,7/1/2018,1218,"  2857 HAMILTON, RACHEL E",-865.5
Valdez City School District,19,100,1,100,361,,PO  52135   1,Ortho Reimbursement,7/1/2018,7/1/2018,1218,"  2857 HAMILTON, RACHEL E",865.5
Valdez City School District,19,100,1,100,361,,PR 181200   8,Employer Contributions,7/1/2018,7/1/2018,1218,,"23,670.91"
Valdez City School District,19,100,1,100,361,,PR 190104  10,Employer Contributions,7/1/2018,7/1/2018,119,,"23,670.91"
Valdez City School District,19,100,1,100,361,,PR 190201  10,Employer Contributions,7/1/2018,7/1/2018,219,,"23,670.92"
Valdez City School District,19,100,1,100,361,,PR 190302  10,Employer Contributions,7/1/2018,7/1/2018,319,,"23,670.91"
Valdez City School District,19,100,1,100,361,,PR 190401  10,Employer Contributions,7/1/2018,7/1/2018,419,,"23,670.91"
Valdez City School District,19,100,1,100,361,,PR 190501  10,Employer Contributions,7/1/2018,7/1/2018,519,,"25,251.90"
Valdez City School District,19,100,1,100,361,,PR 190502   7,Employer Contributions,7/1/2018,7/1/2018,519,,"47,341.83"
Valdez City School District,19,100,1,100,361,,CL  36015   1,Quarterly Federal Excist,7/1/2018,7/1/2018,619,  1720 UNITED STATES TREASURY,822.16
Valdez City School District,19,100,1,100,361,,CL  36015   1,Quarterly Federal Excist,7/1/2018,7/1/2018,619,  1720 UNITED STATES TREASURY,-822.16
Valdez City School District,19,100,1,100,361,,PO  53918   1,Quarterly Federal Excist,7/1/2018,7/1/2018,619,  1720 UNITED STATES TREASURY,822.16
Valdez City School District,19,100,1,100,362,,PR 180801   8,Employer Contributions,7/1/2018,7/1/2018,818,,6.99
Valdez City School District,19,100,1,100,362,,PR 180902  11,Employer Contributions,7/1/2018,7/1/2018,918,,7.06
Valdez City School District,19,100,1,100,362,,PR 181001  13,Employer Contributions,7/1/2018,7/1/2018,1018,,7.13
Valdez City School District,19,100,1,100,362,,PR 181103  11,Employer Contributions,7/1/2018,7/1/2018,1118,,29.83
Valdez City School District,19,100,1,100,362,,PR 181200   9,Employer Contributions,7/1/2018,7/1/2018,1218,,28.53
Valdez City School District,19,100,1,100,362,,PR 190104  11,Employer Contributions,7/1/2018,7/1/2018,119,,28.24
Valdez City School District,19,100,1,100,362,,PR 190201  11,Employer Contributions,7/1/2018,7/1/2018,219,,803.54
Valdez City School District,19,100,1,100,362,,PR 190302  11,Employer Contributions,7/1/2018,7/1/2018,319,,780.59
Valdez City School District,19,100,1,100,362,,PR 190401  11,Employer Contributions,7/1/2018,7/1/2018,419,,786.12
Valdez City School District,19,100,1,100,362,,PR 190501  11,Employer Contributions,7/1/2018,7/1/2018,519,,784.46
Valdez City School District,19,100,1,100,362,,PR 190502   8,Employer Contributions,7/1/2018,7/1/2018,519,,"1,540.74"
Valdez City School District,19,100,1,100,362,,PR 190602   4,Employer Contributions,7/1/2018,7/1/2018,619,,27.73
Valdez City School District,19,100,1,100,362,,PR 190605   4,Employer Contributions,7/1/2018,7/1/2018,619,,28.53
Valdez City School District,19,100,1,100,362,,PR 190606   6,Employer Contributions,7/1/2018,7/1/2018,619,,2.28
Valdez City School District,19,100,1,100,363,,PR 180801   9,Employer Contributions,7/1/2018,7/1/2018,818,,0.7
Valdez City School District,19,100,1,100,363,,PR 180902  12,Employer Contributions,7/1/2018,7/1/2018,918,,5.69
Valdez City School District,19,100,1,100,363,,PR 181001  14,Employer Contributions,7/1/2018,7/1/2018,1018,,5.73
Valdez City School District,19,100,1,100,363,,PR 181103  12,Employer Contributions,7/1/2018,7/1/2018,1118,,5.97
Valdez City School District,19,100,1,100,363,,PR 181200  10,Employer Contributions,7/1/2018,7/1/2018,1218,,5.72
Valdez City School District,19,100,1,100,363,,PR 190104  12,Employer Contributions,7/1/2018,7/1/2018,119,,789.31
Valdez City School District,19,100,1,100,363,,PR 190201  12,Employer Contributions,7/1/2018,7/1/2018,219,,"1,108.86"
Valdez City School District,19,100,1,100,363,,PR 190302  12,Employer Contributions,7/1/2018,7/1/2018,319,,"1,077.17"
Valdez City School District,19,100,1,100,363,,PR 190401  12,Employer Contributions,7/1/2018,7/1/2018,419,,"1,084.80"
Valdez City School District,19,100,1,100,363,,PR 190501  12,Employer Contributions,7/1/2018,7/1/2018,519,,"1,082.56"
Valdez City School District,19,100,1,100,363,,PR 190502   9,Employer Contributions,7/1/2018,7/1/2018,519,,"2,126.19"
Valdez City School District,19,100,1,100,363,,PR 190602   5,Employer Contributions,7/1/2018,7/1/2018,619,,38.27
Valdez City School District,19,100,1,100,363,,PR 190605   5,Employer Contributions,7/1/2018,7/1/2018,619,,39.38
Valdez City School District,19,100,1,100,363,,PR 190606   7,Employer Contributions,7/1/2018,7/1/2018,619,,3.14
Valdez City School District,19,100,1,100,364,,PR 180801  10,Employer Contributions,7/1/2018,7/1/2018,818,,"1,015.49"
Valdez City School District,19,100,1,100,364,,PR 180902  13,Employer Contributions,7/1/2018,7/1/2018,918,,"1,076.89"
Valdez City School District,19,100,1,100,364,,PR 181001  15,Employer Contributions,7/1/2018,7/1/2018,1018,,"1,119.84"
Valdez City School District,19,100,1,100,364,,PR 181103  13,Employer Contributions,7/1/2018,7/1/2018,1118,,"1,325.95"
Valdez City School District,19,100,1,100,364,,PR 181200  11,Employer Contributions,7/1/2018,7/1/2018,1218,,"1,102.12"
Valdez City School District,19,100,1,100,364,,CL  35160   1,FY 2019 FICA ADMINSTRATIO,7/1/2018,7/1/2018,119,"    67 ALASKA, STATE OF DIV.RETIREMNT & BENEFIT",236.65
Valdez City School District,19,100,1,100,364,,CL  35160   1,FY 2019 FICA ADMINSTRATIO,7/1/2018,7/1/2018,119,"    67 ALASKA, STATE OF DIV.RETIREMNT & BENEFIT",-236.65
Valdez City School District,19,100,1,100,364,,PO  52444   1,FY 2019 FICA ADMINSTRATIO,7/1/2018,7/1/2018,119,"    67 ALASKA, STATE OF DIV.RETIREMNT & BENEFIT",236.65
Valdez City School District,19,100,1,100,364,,PR 190104  13,Employer Contributions,7/1/2018,7/1/2018,119,,"1,058.85"
Valdez City School District,19,100,1,100,364,,PR 190201  13,Employer Contributions,7/1/2018,7/1/2018,219,,"1,219.12"
Valdez City School District,19,100,1,100,364,,PR 190302  13,Employer Contributions,7/1/2018,7/1/2018,319,,"1,078.97"
Valdez City School District,19,100,1,100,364,,PR 190401  13,Employer Contributions,7/1/2018,7/1/2018,419,,"1,124.94"
Valdez City School District,19,100,1,100,364,,PR 190501  13,Employer Contributions,7/1/2018,7/1/2018,519,,"1,111.50"
Valdez City School District,19,100,1,100,364,,PR 190502  10,Employer Contributions,7/1/2018,7/1/2018,519,,"2,030.98"
Valdez City School District,19,100,1,100,364,,PR 190602   6,Employer Contributions,7/1/2018,7/1/2018,619,,36.55
Valdez City School District,19,100,1,100,364,,PR 190605   6,Employer Contributions,7/1/2018,7/1/2018,619,,37.61
Valdez City School District,19,100,1,100,364,,PR 190606   8,Employer Contributions,7/1/2018,7/1/2018,619,,15.83
Valdez City School District,19,100,1,100,365,,PR 180801  11,Employer Contributions,7/1/2018,7/1/2018,818,,"8,466.63"
Valdez City School District,19,100,1,100,365,,PR 180902  14,Employer Contributions,7/1/2018,7/1/2018,918,,"8,466.63"
Valdez City School District,19,100,1,100,365,,PR 181001  16,Employer Contributions,7/1/2018,7/1/2018,1018,,"8,466.62"
Valdez City School District,19,100,1,100,365,,PR 181103  14,Employer Contributions,7/1/2018,7/1/2018,1118,,"8,466.63"
Valdez City School District,19,100,1,100,365,,PR 181200  12,Employer Contributions,7/1/2018,7/1/2018,1218,,"8,466.63"
Valdez City School District,19,100,1,100,365,,PR 190104  14,Employer Contributions,7/1/2018,7/1/2018,119,,"8,466.63"
Valdez City School District,19,100,1,100,365,,PR 190201  14,Employer Contributions,7/1/2018,7/1/2018,219,,"8,466.63"
Valdez City School District,19,100,1,100,365,,PR 190302  14,Employer Contributions,7/1/2018,7/1/2018,319,,"8,466.64"
Valdez City School District,19,100,1,100,365,,PR 190401  14,Employer Contributions,7/1/2018,7/1/2018,419,,"8,466.63"
Valdez City School District,19,100,1,100,365,,PR 190501  14,Employer Contributions,7/1/2018,7/1/2018,519,,"8,466.64"
Valdez City School District,19,100,1,100,365,,PR 190502  11,Employer Contributions,7/1/2018,7/1/2018,519,,"16,933.28"
Valdez City School District,19,100,1,100,365,,PR 190605   7,Employer Contributions,7/1/2018,7/1/2018,619,,325.81
Valdez City School District,19,100,1,100,366,,PR 180801  12,Employer Contributions,7/1/2018,7/1/2018,818,,577.35
Valdez City School District,19,100,1,100,366,,PR 180902  15,Employer Contributions,7/1/2018,7/1/2018,918,,577.35
Valdez City School District,19,100,1,100,366,,PR 181001  17,Employer Contributions,7/1/2018,7/1/2018,1018,,577.35
Valdez City School District,19,100,1,100,366,,PR 181103  15,Employer Contributions,7/1/2018,7/1/2018,1118,,577.35
Valdez City School District,19,100,1,100,366,,PR 181200  13,Employer Contributions,7/1/2018,7/1/2018,1218,,577.35
Valdez City School District,19,100,1,100,366,,PR 190104  15,Employer Contributions,7/1/2018,7/1/2018,119,,577.35
Valdez City School District,19,100,1,100,366,,PR 190201  15,Employer Contributions,7/1/2018,7/1/2018,219,,577.35
Valdez City School District,19,100,1,100,366,,PR 190302  15,Employer Contributions,7/1/2018,7/1/2018,319,,577.35
Valdez City School District,19,100,1,100,366,,PR 190401  15,Employer Contributions,7/1/2018,7/1/2018,419,,577.35
Valdez City School District,19,100,1,100,366,,PR 190501  15,Employer Contributions,7/1/2018,7/1/2018,519,,577.35
Valdez City School District,19,100,1,100,366,,PR 190502  12,Employer Contributions,7/1/2018,7/1/2018,519,,"1,154.61"
Valdez City School District,19,100,1,100,367,,PR 180801  13,Employer Contributions,7/1/2018,7/1/2018,818,,"1,213.67"
Valdez City School District,19,100,1,100,367,,PR 180902  16,Employer Contributions,7/1/2018,7/1/2018,918,,"1,892.61"
Valdez City School District,19,100,1,100,367,,PR 181001  18,Employer Contributions,7/1/2018,7/1/2018,1018,,"1,108.89"
Valdez City School District,19,100,1,100,367,,PR 181103  16,Employer Contributions,7/1/2018,7/1/2018,1118,,739.57
Valdez City School District,19,100,1,100,367,,PR 181200  14,Employer Contributions,7/1/2018,7/1/2018,1218,,427.76
Valdez City School District,19,100,1,100,367,,PR 190104  16,Employer Contributions,7/1/2018,7/1/2018,119,,"1,553.14"
Valdez City School District,19,100,1,100,367,,PR 190201  16,Employer Contributions,7/1/2018,7/1/2018,219,,"1,553.14"
Valdez City School District,19,100,1,100,367,,PR 190302  16,Employer Contributions,7/1/2018,7/1/2018,319,,"1,553.14"
Valdez City School District,19,100,1,100,367,,PR 190401  16,Employer Contributions,7/1/2018,7/1/2018,419,,"1,553.14"
Valdez City School District,19,100,1,100,367,,PR 190501  16,Employer Contributions,7/1/2018,7/1/2018,519,,"1,553.14"
Valdez City School District,19,100,1,100,367,,PR 190502  13,Employer Contributions,7/1/2018,7/1/2018,519,,"3,106.31"
Valdez City School District,19,100,1,100,368,,PR 190602   7,Payroll Expenditure,7/1/2018,7/1/2018,619,,520.96
Valdez City School District,19,100,1,100,451,,PO  50733   1,MERGE VR/AR Goggles,7/1/2018,7/1/2018,718,  1267 AMAZON CREDIT PLAN,264.5
Valdez City School District,19,100,1,100,451,,PO  50733   2,MERGE Cube,7/1/2018,7/1/2018,718,  1267 AMAZON CREDIT PLAN,129.9
Valdez City School District,19,100,1,100,451,,CL  34181   1,KIT/ HOME DEPOT,7/1/2018,7/1/2018,818,"   749 HECKATHORN, JENNY",89.94
Valdez City School District,19,100,1,100,451,,CL  34181   1,KIT/ HOME DEPOT,7/1/2018,7/1/2018,818,"   749 HECKATHORN, JENNY",-89.94
Valdez City School District,19,100,1,100,451,,CL  34182   1,Home Ec Supplies,7/1/2018,7/1/2018,818,"  2998 VERFAILLIE, PAMELA B",93.29
Valdez City School District,19,100,1,100,451,,CL  34182   1,Home Ec Supplies,7/1/2018,7/1/2018,818,"  2998 VERFAILLIE, PAMELA B",-93.29
Valdez City School District,19,100,1,100,451,,CL  34198   5,MERGE Cube,7/1/2018,7/1/2018,818,  3164 BANK OF AMERICA,129.9
Valdez City School District,19,100,1,100,451,,CL  34198   5,MERGE Cube,7/1/2018,7/1/2018,818,  3164 BANK OF AMERICA,-129.9
Valdez City School District,19,100,1,100,451,,CL  34198   7,MERGE VR/AR Goggles,7/1/2018,7/1/2018,818,  3164 BANK OF AMERICA,264.5
Valdez City School District,19,100,1,100,451,,CL  34198   7,MERGE VR/AR Goggles,7/1/2018,7/1/2018,818,  3164 BANK OF AMERICA,-264.5
Valdez City School District,19,100,1,100,451,,CL  34200   4,Mens Jersey - Tch Sup,7/1/2018,7/1/2018,818,  3164 BANK OF AMERICA,27.99
Valdez City School District,19,100,1,100,451,,CL  34200   4,Mens Jersey - Tch Sup,7/1/2018,7/1/2018,818,  3164 BANK OF AMERICA,-27.99
Valdez City School District,19,100,1,100,451,,JV   2188   1,,7/1/2018,7/1/2018,818,,"1,470.00"
Valdez City School District,19,100,1,100,451,,PO  50833   1,2 Breakout Kits,7/1/2018,7/1/2018,818,  3689 BREAKOUT EDU,275
Valdez City School District,19,100,1,100,451,,PO  50856   1,KIT/ HOME DEPOT,7/1/2018,7/1/2018,818,"   749 HECKATHORN, JENNY",89.94
Valdez City School District,19,100,1,100,451,,PO  50858   1,Mens Jersey - Tch Sup,7/1/2018,7/1/2018,818,  1267 AMAZON CREDIT PLAN,27.99
Valdez City School District,19,100,1,100,451,,PO  50864   1,Home Ec Supplies,7/1/2018,7/1/2018,818,"  2998 VERFAILLIE, PAMELA B",93.29
Valdez City School District,19,100,1,100,451,,PO  50933   6,Teaching Supplies,7/1/2018,7/1/2018,818,   228 EAGLE QUALITY CENTER,11.89
Valdez City School District,19,100,1,100,451,,RV   2692   1,AIH Rebate/Refund,8/16/2018,7/1/2018,818,,-100
Valdez City School District,19,100,1,100,451,,CL  34367  10,Teaching Supplies,7/1/2018,7/1/2018,918,   228 EAGLE QUALITY CENTER,11.89
Valdez City School District,19,100,1,100,451,,CL  34367  10,Teaching Supplies,7/1/2018,7/1/2018,918,   228 EAGLE QUALITY CENTER,-11.89
Valdez City School District,19,100,1,100,451,,CL  34367  23,VHS Supplies Auth 800767,7/1/2018,7/1/2018,918,   228 EAGLE QUALITY CENTER,42.5
Valdez City School District,19,100,1,100,451,,CL  34367  23,VHS Supplies Auth 800767,7/1/2018,7/1/2018,918,   228 EAGLE QUALITY CENTER,-42.5
Valdez City School District,19,100,1,100,451,,CL  34402   5,2 Breakout Kits,7/1/2018,7/1/2018,918,  3164 BANK OF AMERICA,275
Valdez City School District,19,100,1,100,451,,CL  34402   5,2 Breakout Kits,7/1/2018,7/1/2018,918,  3164 BANK OF AMERICA,-275
Valdez City School District,19,100,1,100,451,,CL  34402   9,9th Grd Orientation,7/1/2018,7/1/2018,918,  3164 BANK OF AMERICA,13.48
Valdez City School District,19,100,1,100,451,,CL  34402   9,9th Grd Orientation,7/1/2018,7/1/2018,918,  3164 BANK OF AMERICA,-13.48
Valdez City School District,19,100,1,100,451,,CL  34402  10,Human Anatomy Atlas,7/1/2018,7/1/2018,918,  3164 BANK OF AMERICA,19.8
Valdez City School District,19,100,1,100,451,,CL  34402  10,Human Anatomy Atlas,7/1/2018,7/1/2018,918,  3164 BANK OF AMERICA,-19.8
Valdez City School District,19,100,1,100,451,,CL  34402  11,Returned item to Amazon,7/1/2018,7/1/2018,918,  3164 BANK OF AMERICA,-27.99
Valdez City School District,19,100,1,100,451,,PO  51078   1,9th Grd Orientation,7/1/2018,7/1/2018,918,   228 EAGLE QUALITY CENTER,13.48
Valdez City School District,19,100,1,100,451,,PO  51230   1,Shakespeare Poster,7/1/2018,7/1/2018,918,  1161 TEACHER'S DISCOVERY,14.95
Valdez City School District,19,100,1,100,451,,PO  51230   2,Globe Theater Poster,7/1/2018,7/1/2018,918,  1161 TEACHER'S DISCOVERY,20.95
Valdez City School District,19,100,1,100,451,,PO  51230   3,Shipping,7/1/2018,7/1/2018,918,  1161 TEACHER'S DISCOVERY,18.2
Valdez City School District,19,100,1,100,451,,PO  51252   1,Human Anatomy Atlas,7/1/2018,7/1/2018,918,  1267 AMAZON CREDIT PLAN,19.8
Valdez City School District,19,100,1,100,451,,PO  51331   2,Tch Supplies. Auth 806422,7/1/2018,7/1/2018,918,   228 EAGLE QUALITY CENTER,75.31
Valdez City School District,19,100,1,100,451,,PO  51331   4,VHS Supplies Auth 800767,7/1/2018,7/1/2018,918,   228 EAGLE QUALITY CENTER,42.5
Valdez City School District,19,100,1,100,451,,PO  51333   1,Home Ec. Class,7/1/2018,7/1/2018,918,"  3458 VALDEZ FOOD CACHE, LLC",114.67
Valdez City School District,19,100,1,100,451,,PO  51336   1,See Attached,7/1/2018,7/1/2018,918,   318 NASCO MODESTO,290.52
Valdez City School District,19,100,1,100,451,,PO  51336   2,See Attached,7/1/2018,7/1/2018,918,   318 NASCO MODESTO,90.48
Valdez City School District,19,100,1,100,451,,PO  51408   1,Fairbanks,7/1/2018,7/1/2018,918,  1824 LOWE'S HOME IMPROVEMENT,29.94
Valdez City School District,19,100,1,100,451,,CL  34561   6,Home Ec. Class,7/1/2018,7/1/2018,1018,"  3458 VALDEZ FOOD CACHE, LLC",114.67
Valdez City School District,19,100,1,100,451,,CL  34561   6,Home Ec. Class,7/1/2018,7/1/2018,1018,"  3458 VALDEZ FOOD CACHE, LLC",-114.67
Valdez City School District,19,100,1,100,451,,CL  34575   1,Lowes,7/1/2018,7/1/2018,1018,"   749 HECKATHORN, JENNY",25.5
Valdez City School District,19,100,1,100,451,,CL  34575   1,Lowes,7/1/2018,7/1/2018,1018,"   749 HECKATHORN, JENNY",-25.5
Valdez City School District,19,100,1,100,451,,CL  34575   2,So Ctrl Hdw,7/1/2018,7/1/2018,1018,"   749 HECKATHORN, JENNY",15.98
Valdez City School District,19,100,1,100,451,,CL  34575   2,So Ctrl Hdw,7/1/2018,7/1/2018,1018,"   749 HECKATHORN, JENNY",-15.98
Valdez City School District,19,100,1,100,451,,CL  34575   3,Radio Shack,7/1/2018,7/1/2018,1018,"   749 HECKATHORN, JENNY",24.97
Valdez City School District,19,100,1,100,451,,CL  34575   3,Radio Shack,7/1/2018,7/1/2018,1018,"   749 HECKATHORN, JENNY",-24.97
Valdez City School District,19,100,1,100,451,,CL  34581   1,Chemistry - Safeway,7/1/2018,7/1/2018,1018,"    63 MORRISON, TRISTY",23.67
Valdez City School District,19,100,1,100,451,,CL  34581   1,Chemistry - Safeway,7/1/2018,7/1/2018,1018,"    63 MORRISON, TRISTY",-23.67
Valdez City School District,19,100,1,100,451,,CL  34581   2,Phys. Sci - Amazon,7/1/2018,7/1/2018,1018,"    63 MORRISON, TRISTY",6.74
Valdez City School District,19,100,1,100,451,,CL  34581   2,Phys. Sci - Amazon,7/1/2018,7/1/2018,1018,"    63 MORRISON, TRISTY",-6.74
Valdez City School District,19,100,1,100,451,,CL  34581  10,Home Ec Safeway,7/1/2018,7/1/2018,1018,"    63 MORRISON, TRISTY",20.96
Valdez City School District,19,100,1,100,451,,CL  34581  10,Home Ec Safeway,7/1/2018,7/1/2018,1018,"    63 MORRISON, TRISTY",-20.96
Valdez City School District,19,100,1,100,451,,CL  34581  12,Teach Sup. Fred Meyer,7/1/2018,7/1/2018,1018,"    63 MORRISON, TRISTY",6.16
Valdez City School District,19,100,1,100,451,,CL  34581  12,Teach Sup. Fred Meyer,7/1/2018,7/1/2018,1018,"    63 MORRISON, TRISTY",-6.16
Valdez City School District,19,100,1,100,451,,CL  34581  13,Teach Sup. JoAnn Fab,7/1/2018,7/1/2018,1018,"    63 MORRISON, TRISTY",19.16
Valdez City School District,19,100,1,100,451,,CL  34581  13,Teach Sup. JoAnn Fab,7/1/2018,7/1/2018,1018,"    63 MORRISON, TRISTY",-19.16
Valdez City School District,19,100,1,100,451,,CL  34635   6,Tch Supplies. Auth 806422,7/1/2018,10/6/2018,1018,   228 EAGLE QUALITY CENTER,75.31
